Format Version,1.22,Take Name,Right_Ref_Refl,Capture Frame Rate,360.000000,Export Frame Rate,360.000000,Capture Start Time,2018-08-05 08.08.13.335 AM,Total Frames in Take,2090,Total Exported Frames,2090,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
793,2.202778,-0.016569,-0.079586,-0.168917,-0.982272,-0.254107,0.252834,2.662571,0.000000,-0.277184,0.246429,2.776237,0.884876,-0.268861,0.244980,2.670607,0.836509,-0.299808,0.254829,2.528342,0.900548,-0.170574,0.265099,2.675098,0.842590,-0.277184,0.246429,2.776237,-0.268861,0.244980,2.670607,-0.299808,0.254829,2.528342,-0.170574,0.265099,2.675098,-0.283093,0.236379,2.775148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
794,2.205556,-0.014794,-0.078376,-0.171366,-0.981974,-0.253885,0.252398,2.662730,0.000000,-0.277272,0.246177,2.776343,0.884876,-0.268623,0.244488,2.670742,0.836509,-0.299191,0.253798,2.528359,0.900548,-0.170454,0.265127,2.675475,0.842590,-0.277272,0.246177,2.776343,-0.268623,0.244488,2.670742,-0.299191,0.253798,2.528359,-0.170454,0.265127,2.675475,-0.283116,0.236283,2.775197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
795,2.208333,-0.014832,-0.078414,-0.171621,-0.981926,-0.253855,0.252415,2.662723,0.000000,-0.277229,0.246171,2.776338,0.884876,-0.268588,0.244498,2.670736,0.836509,-0.299174,0.253807,2.528357,0.900548,-0.170430,0.265186,2.675462,0.842590,-0.277229,0.246171,2.776338,-0.268588,0.244498,2.670736,-0.299174,0.253807,2.528357,-0.170430,0.265186,2.675462,-0.283111,0.236463,2.775161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
796,2.211111,-0.014783,-0.078536,-0.170678,-0.982081,-0.253830,0.252447,2.662746,0.000000,-0.277190,0.246280,2.776368,0.884876,-0.268576,0.244560,2.670764,0.836509,-0.299176,0.253885,2.528390,0.900548,-0.170378,0.265063,2.675462,0.842590,-0.277190,0.246280,2.776368,-0.268576,0.244560,2.670764,-0.299176,0.253885,2.528390,-0.170378,0.265063,2.675462,-0.283102,0.236553,2.775154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
797,2.213889,-0.014852,-0.078545,-0.165834,-0.982909,-0.253704,0.252146,2.662774,0.000000,-0.277117,0.246283,2.776401,0.884876,-0.268526,0.244409,2.670798,0.836509,-0.299042,0.253941,2.528419,0.900548,-0.170131,0.263951,2.675478,0.842590,-0.277117,0.246283,2.776401,-0.268526,0.244409,2.670798,-0.299042,0.253941,2.528419,-0.170131,0.263951,2.675478,-0.283166,0.236455,2.775190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.160564,0.261261,2.675367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
798,2.216667,-0.013058,-0.077978,-0.169717,-0.982316,-0.253951,0.252533,2.662653,0.000000,-0.277513,0.246788,2.776255,0.884876,-0.268724,0.244698,2.670673,0.836509,-0.299067,0.253598,2.528216,0.900548,-0.170499,0.265050,2.675469,0.842590,-0.277513,0.246788,2.776255,-0.268724,0.244698,2.670673,-0.299067,0.253598,2.528216,-0.170499,0.265050,2.675469,-0.283162,0.236424,2.775181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
799,2.219444,-0.012988,-0.078116,-0.170706,-0.982135,-0.253881,0.252551,2.662630,0.000000,-0.277403,0.246761,2.776238,0.884876,-0.268636,0.244686,2.670654,0.836509,-0.299033,0.253521,2.528205,0.900548,-0.170451,0.265236,2.675425,0.842590,-0.277403,0.246761,2.776238,-0.268636,0.244686,2.670654,-0.299033,0.253521,2.528205,-0.170451,0.265236,2.675425,-0.283169,0.236635,2.775103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,2.222222,-0.016247,-0.079430,-0.168813,-0.982308,-0.254231,0.252852,2.662611,0.000000,-0.277357,0.246519,2.776271,0.884876,-0.268990,0.245005,2.670645,0.836509,-0.299877,0.254775,2.528362,0.900548,-0.170701,0.265111,2.675165,0.842590,-0.277357,0.246519,2.776271,-0.268990,0.245005,2.670645,-0.299877,0.254775,2.528362,-0.170701,0.265111,2.675165,-0.283102,0.236516,2.775178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801,2.225000,-0.016441,-0.079496,-0.168364,-0.982377,-0.254205,0.252831,2.662601,0.000000,-0.277314,0.246487,2.776264,0.884876,-0.268969,0.244995,2.670635,0.836509,-0.299875,0.254835,2.528361,0.900548,-0.170661,0.265008,2.675142,0.842590,-0.277314,0.246487,2.776264,-0.268969,0.244995,2.670635,-0.299875,0.254835,2.528361,-0.170661,0.265008,2.675142,-0.283137,0.236502,2.775128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
802,2.227778,-0.016748,-0.079314,-0.169189,-0.982244,-0.254208,0.252697,2.662712,0.000000,-0.277337,0.246225,2.776364,0.884876,-0.268962,0.244831,2.670737,0.836509,-0.299846,0.254734,2.528463,0.900548,-0.170687,0.264998,2.675286,0.842590,-0.277337,0.246225,2.776364,-0.268962,0.244831,2.670737,-0.299846,0.254734,2.528463,-0.170687,0.264998,2.675286,-0.283087,0.236400,2.775179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
803,2.230556,-0.016494,-0.079749,-0.168365,-0.982355,-0.254242,0.252769,2.662565,0.000000,-0.277292,0.246422,2.776241,0.884876,-0.269002,0.244932,2.670608,0.836509,-0.299981,0.254774,2.528350,0.900548,-0.170692,0.264946,2.675064,0.842590,-0.277292,0.246422,2.776241,-0.269002,0.244932,2.670608,-0.299981,0.254774,2.528350,-0.170692,0.264946,2.675064,-0.283064,0.236461,2.775100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
804,2.233333,-0.016044,-0.079411,-0.168701,-0.982332,-0.254213,0.252838,2.662583,0.000000,-0.277352,0.246556,2.776244,0.884876,-0.268974,0.244996,2.670619,0.836509,-0.299843,0.254714,2.528329,0.900548,-0.170682,0.265085,2.675142,0.842590,-0.277352,0.246556,2.776244,-0.268974,0.244996,2.670619,-0.299843,0.254714,2.528329,-0.170682,0.265085,2.675142,-0.283125,0.236464,2.775158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
805,2.236111,-0.016063,-0.079537,-0.168749,-0.982314,-0.254150,0.252725,2.662650,0.000000,-0.277259,0.246440,2.776316,0.884876,-0.268908,0.244882,2.670690,0.836509,-0.299815,0.254597,2.528407,0.900548,-0.170617,0.264981,2.675188,0.842590,-0.277259,0.246440,2.776316,-0.268908,0.244882,2.670690,-0.299815,0.254597,2.528407,-0.170617,0.264981,2.675188,-0.283098,0.236303,2.775141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
806,2.238889,-0.016422,-0.079813,-0.163517,-0.983170,-0.254002,0.252554,2.662609,0.000000,-0.277098,0.246543,2.776293,0.884876,-0.268838,0.244870,2.670661,0.836509,-0.299738,0.254878,2.528398,0.900548,-0.170335,0.263925,2.675086,0.842590,-0.277098,0.246543,2.776293,-0.268838,0.244870,2.670661,-0.299738,0.254878,2.528398,-0.170335,0.263925,2.675086,-0.283092,0.236323,2.775197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
807,2.241667,-0.015836,-0.079936,-0.163370,-0.983194,-0.253957,0.252560,2.662603,0.000000,-0.277049,0.246692,2.776296,0.884876,-0.268794,0.244889,2.670665,0.836509,-0.299700,0.254730,2.528391,0.900548,-0.170287,0.263930,2.675061,0.842590,-0.277049,0.246692,2.776296,-0.268794,0.244889,2.670665,-0.299700,0.254730,2.528391,-0.170287,0.263930,2.675061,-0.282867,0.238092,2.774713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
808,2.244444,-0.016253,-0.079379,-0.167437,-0.982548,-0.254198,0.252793,2.662611,0.000000,-0.277352,0.246547,2.776270,0.884876,-0.268980,0.244989,2.670645,0.836509,-0.299826,0.254817,2.528357,0.900548,-0.170636,0.264821,2.675171,0.842590,-0.277352,0.246547,2.776270,-0.268980,0.244989,2.670645,-0.299826,0.254817,2.528357,-0.170636,0.264821,2.675171,-0.283113,0.236419,2.775173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
809,2.247222,-0.017675,-0.079773,-0.170245,-0.982008,-0.254143,0.252696,2.662725,0.000000,-0.277120,0.245968,2.776393,0.884876,-0.268871,0.244785,2.670753,0.836509,-0.299949,0.254888,2.528536,0.900548,-0.170632,0.265143,2.675220,0.842590,-0.277120,0.245968,2.776393,-0.268871,0.244785,2.670753,-0.299949,0.254888,2.528536,-0.170632,0.265143,2.675220,-0.283123,0.236494,2.775164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
810,2.250000,-0.018527,-0.080306,-0.170655,-0.981878,-0.253914,0.252590,2.662765,0.000000,-0.276733,0.245667,2.776453,0.884876,-0.268626,0.244656,2.670800,0.836509,-0.299902,0.254958,2.528640,0.900548,-0.170395,0.265078,2.675166,0.842590,-0.276733,0.245667,2.776453,-0.268626,0.244656,2.670800,-0.299902,0.254958,2.528640,-0.170395,0.265078,2.675166,-0.283134,0.236508,2.775130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811,2.252778,-0.019029,-0.080294,-0.170020,-0.981980,-0.254059,0.252609,2.662793,0.000000,-0.276870,0.245617,2.776479,0.884876,-0.268780,0.244688,2.670824,0.836509,-0.300064,0.255158,2.528678,0.900548,-0.170521,0.264973,2.675193,0.842590,-0.276870,0.245617,2.776479,-0.268780,0.244688,2.670824,-0.300064,0.255158,2.528678,-0.170521,0.264973,2.675193,-0.283115,0.236453,2.775133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812,2.255556,-0.018215,-0.080122,-0.165172,-0.982836,-0.253927,0.252392,2.662712,0.000000,-0.276868,0.245889,2.776400,0.884876,-0.268728,0.244633,2.670753,0.836509,-0.299830,0.255071,2.528564,0.900548,-0.170280,0.263976,2.675131,0.842590,-0.276868,0.245889,2.776400,-0.268728,0.244633,2.670753,-0.299830,0.255071,2.528564,-0.170280,0.263976,2.675131,-0.283138,0.236483,2.775099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
813,2.258333,-0.017820,-0.079835,-0.169777,-0.982082,-0.254100,0.252685,2.662703,0.000000,-0.277063,0.245958,2.776374,0.884876,-0.268834,0.244787,2.670732,0.836509,-0.299927,0.254946,2.528522,0.900548,-0.170575,0.265049,2.675185,0.842590,-0.277063,0.245958,2.776374,-0.268834,0.244787,2.670732,-0.299927,0.254946,2.528522,-0.170575,0.265049,2.675185,-0.283097,0.236402,2.775185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
814,2.261111,-0.015054,-0.079207,-0.170470,-0.982059,-0.254256,0.252229,2.662512,0.000000,-0.277457,0.246041,2.776165,0.884876,-0.268994,0.244345,2.670549,0.836509,-0.299792,0.253722,2.528221,0.900548,-0.170780,0.264806,2.675113,0.842590,-0.277457,0.246041,2.776165,-0.268994,0.244345,2.670549,-0.299792,0.253722,2.528221,-0.170780,0.264806,2.675113,-0.283141,0.236473,2.775186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
815,2.263889,-0.013537,-0.078171,-0.170101,-0.982228,-0.253940,0.252588,2.662647,0.000000,-0.277437,0.246720,2.776256,0.884876,-0.268704,0.244735,2.670668,0.836509,-0.299131,0.253747,2.528236,0.900548,-0.170490,0.265152,2.675429,0.842590,-0.277437,0.246720,2.776256,-0.268704,0.244735,2.670668,-0.299131,0.253747,2.528236,-0.170490,0.265152,2.675429,-0.283155,0.236464,2.775190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
816,2.266667,-0.017982,-0.080044,-0.168891,-0.982215,-0.254097,0.252646,2.662698,0.000000,-0.277019,0.245948,2.776379,0.884876,-0.268842,0.244773,2.670734,0.836509,-0.299985,0.255003,2.528539,0.900548,-0.170544,0.264858,2.675142,0.842590,-0.277019,0.245948,2.776379,-0.268842,0.244773,2.670734,-0.299985,0.255003,2.528539,-0.170544,0.264858,2.675142,-0.283134,0.236434,2.775124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
817,2.269444,-0.017613,-0.079802,-0.170192,-0.982016,-0.254133,0.252681,2.662693,0.000000,-0.277107,0.245971,2.776362,0.884876,-0.268862,0.244773,2.670722,0.836509,-0.299944,0.254859,2.528504,0.900548,-0.170620,0.265122,2.675182,0.842590,-0.277107,0.245971,2.776362,-0.268862,0.244773,2.670722,-0.299944,0.254859,2.528504,-0.170620,0.265122,2.675182,-0.283102,0.236471,2.775138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
818,2.272222,-0.016010,-0.079627,-0.163053,-0.983268,-0.253915,0.252510,2.662596,0.000000,-0.277074,0.246613,2.776273,0.884876,-0.268762,0.244846,2.670647,0.836509,-0.299582,0.254763,2.528360,0.900548,-0.170245,0.263817,2.675105,0.842590,-0.277074,0.246613,2.776273,-0.268762,0.244846,2.670647,-0.299582,0.254763,2.528360,-0.170245,0.263817,2.675105,-0.283104,0.236462,2.775175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
819,2.275000,-0.015866,-0.079663,-0.163953,-0.983118,-0.254004,0.252498,2.662640,0.000000,-0.277149,0.246575,2.776318,0.884876,-0.268836,0.244808,2.670692,0.836509,-0.299677,0.254648,2.528404,0.900548,-0.170354,0.263961,2.675145,0.842590,-0.277149,0.246575,2.776318,-0.268836,0.244808,2.670692,-0.299677,0.254648,2.528404,-0.170354,0.263961,2.675145,-0.283145,0.236333,2.775145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
820,2.277778,-0.016020,-0.079466,-0.169018,-0.982274,-0.254149,0.252796,2.662638,0.000000,-0.277273,0.246501,2.776301,0.884876,-0.268905,0.244945,2.670676,0.836509,-0.299794,0.254641,2.528388,0.900548,-0.170625,0.265097,2.675188,0.842590,-0.277273,0.246501,2.776301,-0.268905,0.244945,2.670676,-0.299794,0.254641,2.528388,-0.170625,0.265097,2.675188,-0.283089,0.236388,2.775142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
821,2.280556,-0.016279,-0.079991,-0.163779,-0.983114,-0.253916,0.252506,2.662654,0.000000,-0.276974,0.246515,2.776347,0.884876,-0.268744,0.244816,2.670712,0.836509,-0.299694,0.254764,2.528455,0.900548,-0.170251,0.263927,2.675102,0.842590,-0.276974,0.246515,2.776347,-0.268744,0.244816,2.670712,-0.299694,0.254764,2.528455,-0.170251,0.263927,2.675102,-0.283056,0.236468,2.775172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.160552,0.261331,2.675335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
822,2.283333,-0.016053,-0.079221,-0.169954,-0.982131,-0.254218,0.252907,2.662635,0.000000,-0.277384,0.246535,2.776285,0.884876,-0.268962,0.245027,2.670663,0.836509,-0.299802,0.254707,2.528364,0.900548,-0.170723,0.265362,2.675229,0.842590,-0.277384,0.246535,2.776285,-0.268962,0.245027,2.670663,-0.299802,0.254707,2.528364,-0.170723,0.265362,2.675229,-0.283161,0.236419,2.775187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
823,2.286111,-0.016341,-0.079573,-0.168977,-0.982267,-0.254199,0.252840,2.662622,0.000000,-0.277288,0.246481,2.776289,0.884876,-0.268953,0.244987,2.670660,0.836509,-0.299887,0.254770,2.528388,0.900548,-0.170669,0.265124,2.675153,0.842590,-0.277288,0.246481,2.776289,-0.268953,0.244987,2.670660,-0.299887,0.254770,2.528388,-0.170669,0.265124,2.675153,-0.283099,0.236375,2.775166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
824,2.288889,-0.016255,-0.079817,-0.163260,-0.983215,-0.254075,0.252534,2.662600,0.000000,-0.277180,0.246577,2.776285,0.884876,-0.268915,0.244861,2.670654,0.836509,-0.299804,0.254831,2.528385,0.900548,-0.170403,0.263869,2.675076,0.842590,-0.277180,0.246577,2.776285,-0.268915,0.244861,2.670654,-0.299804,0.254831,2.528385,-0.170403,0.263869,2.675076,-0.283117,0.236445,2.775177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.160572,0.261011,2.675249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
825,2.291667,-0.016083,-0.079603,-0.168776,-0.982303,-0.254094,0.252773,2.662573,0.000000,-0.277188,0.246485,2.776242,0.884876,-0.268851,0.244929,2.670614,0.836509,-0.299777,0.254645,2.528336,0.900548,-0.170560,0.265033,2.675099,0.842590,-0.277188,0.246485,2.776242,-0.268851,0.244929,2.670614,-0.299777,0.254645,2.528336,-0.170560,0.265033,2.675099,-0.283139,0.236421,2.775152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
826,2.294444,-0.016669,-0.079160,-0.168435,-0.982388,-0.254154,0.252746,2.662686,0.000000,-0.277329,0.246335,2.776332,0.884876,-0.268922,0.244904,2.670707,0.836509,-0.299745,0.254822,2.528421,0.900548,-0.170618,0.264923,2.675283,0.842590,-0.277329,0.246335,2.776332,-0.268922,0.244904,2.670707,-0.299745,0.254822,2.528421,-0.170618,0.264923,2.675283,-0.283154,0.236347,2.775191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
827,2.297222,-0.013177,-0.078126,-0.170144,-0.982229,-0.253984,0.252583,2.662613,0.000000,-0.277503,0.246789,2.776221,0.884876,-0.268748,0.244733,2.670635,0.836509,-0.299146,0.253643,2.528191,0.900548,-0.170538,0.265167,2.675404,0.842590,-0.277503,0.246789,2.776221,-0.268747,0.244733,2.670635,-0.299146,0.253643,2.528191,-0.170538,0.265167,2.675404,-0.283116,0.236258,2.775142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
828,2.300000,-0.012975,-0.078248,-0.164784,-0.983135,-0.253694,0.252224,2.662565,0.000000,-0.277255,0.246832,2.776185,0.884876,-0.268540,0.244545,2.670600,0.836509,-0.298866,0.253598,2.528149,0.900548,-0.170115,0.263923,2.675326,0.842590,-0.277255,0.246832,2.776185,-0.268540,0.244545,2.670600,-0.298866,0.253598,2.528149,-0.170115,0.263923,2.675326,-0.283172,0.236455,2.775193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.160567,0.261159,2.675367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
829,2.302778,-0.014802,-0.078607,-0.172431,-0.981768,-0.253808,0.252431,2.662708,0.000000,-0.277129,0.246148,2.776331,0.884876,-0.268525,0.244489,2.670727,0.836509,-0.299178,0.253749,2.528359,0.900548,-0.170399,0.265340,2.675417,0.842590,-0.277129,0.246148,2.776331,-0.268525,0.244489,2.670727,-0.299178,0.253749,2.528359,-0.170399,0.265340,2.675417,-0.283115,0.236523,2.775143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
830,2.305556,-0.013940,-0.077984,-0.172667,-0.981789,-0.253800,0.252364,2.662724,0.000000,-0.277292,0.246231,2.776320,0.884876,-0.268525,0.244426,2.670731,0.836509,-0.298966,0.253462,2.528304,0.900548,-0.170418,0.265339,2.675541,0.842590,-0.277292,0.246231,2.776320,-0.268525,0.244426,2.670731,-0.298966,0.253462,2.528304,-0.170418,0.265339,2.675541,-0.283121,0.236346,2.775196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
831,2.308333,-0.014578,-0.078537,-0.171274,-0.981980,-0.253902,0.252387,2.662778,0.000000,-0.277262,0.246226,2.776400,0.884876,-0.268639,0.244484,2.670798,0.836509,-0.299240,0.253728,2.528418,0.900548,-0.170466,0.265110,2.675497,0.842590,-0.277262,0.246226,2.776400,-0.268639,0.244484,2.670798,-0.299240,0.253728,2.528418,-0.170466,0.265110,2.675497,-0.283047,0.236377,2.775184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
832,2.311111,-0.015454,-0.078560,-0.171913,-0.981853,-0.253863,0.252310,2.662832,0.000000,-0.277177,0.245916,2.776450,0.884876,-0.268588,0.244375,2.670842,0.836509,-0.299250,0.253842,2.528490,0.900548,-0.170438,0.265107,2.675545,0.842590,-0.277177,0.245916,2.776450,-0.268588,0.244375,2.670842,-0.299250,0.253842,2.528490,-0.170438,0.265107,2.675545,-0.283066,0.236471,2.775190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
833,2.313889,-0.015049,-0.078245,-0.171802,-0.981904,-0.253860,0.252321,2.662741,0.000000,-0.277262,0.246011,2.776347,0.884876,-0.268593,0.244394,2.670746,0.836509,-0.299144,0.253766,2.528364,0.900548,-0.170442,0.265112,2.675509,0.842590,-0.277262,0.246011,2.776347,-0.268593,0.244394,2.670746,-0.299144,0.253766,2.528364,-0.170442,0.265112,2.675509,-0.283076,0.236343,2.775210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
834,2.316667,-0.017368,-0.079742,-0.170037,-0.982052,-0.254216,0.252666,2.662657,0.000000,-0.277214,0.246017,2.776325,0.884876,-0.268949,0.244765,2.670687,0.836509,-0.299999,0.254790,2.528458,0.900548,-0.170703,0.265089,2.675157,0.842590,-0.277214,0.246017,2.776325,-0.268949,0.244765,2.670687,-0.299999,0.254790,2.528458,-0.170703,0.265089,2.675157,-0.283027,0.236283,2.775178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
835,2.319444,-0.017410,-0.080053,-0.165083,-0.982871,-0.253887,0.252401,2.662660,0.000000,-0.276875,0.246079,2.776350,0.884876,-0.268693,0.244656,2.670707,0.836509,-0.299737,0.254872,2.528490,0.900548,-0.170245,0.263999,2.675095,0.842590,-0.276875,0.246079,2.776350,-0.268693,0.244656,2.670707,-0.299737,0.254872,2.528490,-0.170245,0.263999,2.675095,-0.283063,0.236307,2.775176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.160550,0.261313,2.675346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
836,2.322222,-0.018152,-0.080204,-0.169337,-0.982122,-0.254078,0.252640,2.662767,0.000000,-0.276951,0.245883,2.776454,0.884876,-0.268813,0.244752,2.670805,0.836509,-0.300017,0.255005,2.528625,0.900548,-0.170530,0.264922,2.675184,0.842590,-0.276951,0.245883,2.776454,-0.268813,0.244752,2.670805,-0.300017,0.255005,2.528625,-0.170530,0.264922,2.675184,-0.283066,0.236272,2.775181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
