Format Version,1.22,Take Name,Right_Ref_Refl,Capture Frame Rate,360.000000,Export Frame Rate,360.000000,Capture Start Time,2018-08-05 08.08.13.335 AM,Total Frames in Take,2090,Total Exported Frames,2090,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
606,1.683333,-0.016162,-0.079382,-0.168482,-0.982370,-0.254253,0.252793,2.662612,0.000000,-0.277398,0.246498,2.776271,0.884876,-0.269018,0.244957,2.670646,0.836509,-0.299881,0.254718,2.528358,0.900548,-0.170717,0.264999,2.675175,0.842590,-0.277398,0.246498,2.776271,-0.269018,0.244957,2.670646,-0.299881,0.254718,2.528358,-0.170717,0.264999,2.675175,-0.283075,0.236334,2.775165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607,1.686111,-0.016672,-0.079481,-0.168188,-0.982404,-0.254151,0.252816,2.662641,0.000000,-0.277257,0.246432,2.776303,0.884876,-0.268918,0.244983,2.670674,0.836509,-0.299827,0.254895,2.528405,0.900548,-0.170602,0.264955,2.675184,0.842590,-0.277257,0.246432,2.776303,-0.268918,0.244983,2.670674,-0.299827,0.254895,2.528405,-0.170602,0.264955,2.675184,-0.283092,0.236609,2.775105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608,1.688889,-0.016168,-0.079509,-0.168336,-0.982385,-0.254244,0.252774,2.662623,0.000000,-0.277361,0.246492,2.776288,0.884876,-0.269010,0.244942,2.670661,0.836509,-0.299905,0.254705,2.528379,0.900548,-0.170701,0.264956,2.675163,0.842590,-0.277361,0.246492,2.776288,-0.269010,0.244942,2.670661,-0.299905,0.254705,2.528379,-0.170701,0.264956,2.675163,-0.283024,0.236298,2.775105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609,1.691667,-0.016239,-0.079722,-0.164230,-0.983061,-0.254021,0.252554,2.662609,0.000000,-0.277136,0.246533,2.776289,0.884876,-0.268847,0.244850,2.670659,0.836509,-0.299727,0.254783,2.528386,0.900548,-0.170374,0.264050,2.675103,0.842590,-0.277136,0.246533,2.776289,-0.268847,0.244850,2.670659,-0.299727,0.254783,2.528386,-0.170374,0.264050,2.675103,-0.283102,0.236445,2.775101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610,1.694444,-0.016707,-0.079281,-0.168741,-0.982325,-0.254246,0.252790,2.662675,0.000000,-0.277389,0.246355,2.776326,0.884876,-0.269008,0.244938,2.670700,0.836509,-0.299872,0.254849,2.528422,0.900548,-0.170715,0.265018,2.675253,0.842590,-0.277389,0.246355,2.776326,-0.269008,0.244938,2.670700,-0.299872,0.254849,2.528422,-0.170715,0.265018,2.675253,-0.283138,0.236349,2.775151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611,1.697222,-0.016034,-0.079422,-0.169247,-0.982237,-0.254171,0.252819,2.662577,0.000000,-0.277302,0.246504,2.776238,0.884876,-0.268924,0.244961,2.670613,0.836509,-0.299806,0.254654,2.528323,0.900548,-0.170653,0.265158,2.675135,0.842590,-0.277302,0.246504,2.776238,-0.268924,0.244961,2.670613,-0.299806,0.254654,2.528323,-0.170653,0.265158,2.675135,-0.283127,0.236415,2.775171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
612,1.700000,-0.016925,-0.079647,-0.168000,-0.982418,-0.254088,0.252878,2.662692,0.000000,-0.277150,0.246457,2.776360,0.884876,-0.268855,0.245047,2.670727,0.836509,-0.299818,0.255031,2.528476,0.900548,-0.170528,0.264977,2.675205,0.842590,-0.277150,0.246457,2.776360,-0.268855,0.245047,2.670727,-0.299818,0.255031,2.528476,-0.170528,0.264977,2.675205,-0.283143,0.236325,2.775194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
613,1.702778,-0.016552,-0.079671,-0.168744,-0.982295,-0.254167,0.252802,2.662647,0.000000,-0.277228,0.246416,2.776317,0.884876,-0.268922,0.244953,2.670685,0.836509,-0.299889,0.254801,2.528425,0.900548,-0.170627,0.265040,2.675159,0.842590,-0.277228,0.246416,2.776317,-0.268922,0.244953,2.670685,-0.299889,0.254801,2.528425,-0.170627,0.265040,2.675159,-0.283115,0.236378,2.775153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
614,1.705556,-0.016462,-0.079529,-0.169031,-0.982259,-0.254190,0.252804,2.662621,0.000000,-0.277283,0.246413,2.776285,0.884876,-0.268944,0.244947,2.670656,0.836509,-0.299872,0.254764,2.528386,0.900548,-0.170662,0.265091,2.675159,0.842590,-0.277283,0.246413,2.776285,-0.268944,0.244947,2.670656,-0.299872,0.254764,2.528386,-0.170662,0.265091,2.675159,-0.283194,0.236384,2.775188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615,1.708333,-0.017750,-0.080365,-0.164860,-0.982877,-0.253842,0.252375,2.662731,0.000000,-0.276749,0.246003,2.776433,0.884876,-0.268645,0.244632,2.670785,0.836509,-0.299789,0.254938,2.528596,0.900548,-0.170185,0.263925,2.675110,0.842590,-0.276749,0.246003,2.776433,-0.268645,0.244632,2.670785,-0.299789,0.254938,2.528596,-0.170185,0.263925,2.675110,-0.283115,0.236424,2.775214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.160522,0.261326,2.675334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,1.711111,-0.018178,-0.080048,-0.170718,-0.981895,-0.254094,0.252680,2.662722,0.000000,-0.276984,0.245821,2.776400,0.884876,-0.268810,0.244748,2.670753,0.836509,-0.299998,0.254962,2.528567,0.900548,-0.170585,0.265190,2.675169,0.842590,-0.276984,0.245821,2.776400,-0.268810,0.244748,2.670753,-0.299998,0.254962,2.528567,-0.170585,0.265190,2.675169,-0.283095,0.236387,2.775194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
617,1.713889,-0.017628,-0.079818,-0.169742,-0.982093,-0.254178,0.252717,2.662689,0.000000,-0.277153,0.246034,2.776361,0.884876,-0.268914,0.244823,2.670720,0.836509,-0.299992,0.254930,2.528503,0.900548,-0.170653,0.265083,2.675175,0.842590,-0.277153,0.246034,2.776361,-0.268914,0.244823,2.670720,-0.299992,0.254930,2.528503,-0.170653,0.265083,2.675175,-0.283095,0.236407,2.775157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618,1.716667,-0.018108,-0.080058,-0.164946,-0.982881,-0.253936,0.252336,2.662762,0.000000,-0.276898,0.245869,2.776448,0.884876,-0.268742,0.244585,2.670802,0.836509,-0.299817,0.255005,2.528606,0.900548,-0.170286,0.263885,2.675192,0.842590,-0.276898,0.245869,2.776448,-0.268742,0.244585,2.670802,-0.299817,0.255005,2.528606,-0.170286,0.263885,2.675192,-0.283148,0.236465,2.775101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.160532,0.261339,2.675332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619,1.719444,-0.017712,-0.079766,-0.170013,-0.982049,-0.254119,0.252650,2.662654,0.000000,-0.277099,0.245929,2.776322,0.884876,-0.268851,0.244746,2.670682,0.836509,-0.299924,0.254869,2.528464,0.900548,-0.170602,0.265057,2.675149,0.842590,-0.277099,0.245929,2.776322,-0.268851,0.244746,2.670682,-0.299924,0.254869,2.528464,-0.170602,0.265057,2.675149,-0.283060,0.236469,2.775111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620,1.722222,-0.017677,-0.079921,-0.170693,-0.981919,-0.254032,0.252661,2.662724,0.000000,-0.276970,0.245909,2.776398,0.884876,-0.268751,0.244736,2.670756,0.836509,-0.299879,0.254815,2.528548,0.900548,-0.170529,0.265184,2.675195,0.842590,-0.276970,0.245909,2.776398,-0.268751,0.244736,2.670756,-0.299879,0.254815,2.528548,-0.170529,0.265184,2.675195,-0.283142,0.236471,2.775110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621,1.725000,-0.018298,-0.080201,-0.170186,-0.981972,-0.254000,0.252654,2.662713,0.000000,-0.276857,0.245809,2.776398,0.884876,-0.268721,0.244738,2.670748,0.836509,-0.299948,0.254998,2.528574,0.900548,-0.170473,0.265072,2.675132,0.842590,-0.276857,0.245809,2.776398,-0.268721,0.244738,2.670748,-0.299948,0.254998,2.528574,-0.170473,0.265072,2.675132,-0.283099,0.236516,2.775149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
622,1.727778,-0.018109,-0.080107,-0.170635,-0.981906,-0.253996,0.252698,2.662719,0.000000,-0.276876,0.245862,2.776400,0.884876,-0.268712,0.244770,2.670753,0.836509,-0.299911,0.254964,2.528568,0.900548,-0.170484,0.265197,2.675157,0.842590,-0.276876,0.245862,2.776400,-0.268712,0.244770,2.670753,-0.299911,0.254964,2.528568,-0.170484,0.265197,2.675157,-0.283058,0.236537,2.775115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623,1.730556,-0.017487,-0.079820,-0.169030,-0.982218,-0.254164,0.252668,2.662673,0.000000,-0.277152,0.246062,2.776346,0.884876,-0.268911,0.244798,2.670707,0.836509,-0.299969,0.254892,2.528484,0.900548,-0.170622,0.264920,2.675157,0.842590,-0.277152,0.246062,2.776346,-0.268911,0.244798,2.670707,-0.299969,0.254892,2.528484,-0.170622,0.264920,2.675157,-0.283122,0.236542,2.775145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624,1.733333,-0.017777,-0.079827,-0.170145,-0.982019,-0.254122,0.252689,2.662712,0.000000,-0.277084,0.245948,2.776382,0.884876,-0.268851,0.244781,2.670741,0.836509,-0.299946,0.254913,2.528529,0.900548,-0.170606,0.265117,2.675197,0.842590,-0.277084,0.245948,2.776382,-0.268851,0.244781,2.670741,-0.299946,0.254913,2.528529,-0.170606,0.265117,2.675197,-0.283128,0.236355,2.775158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625,1.736111,-0.016682,-0.079613,-0.168968,-0.982259,-0.254099,0.252735,2.662674,0.000000,-0.277166,0.246303,2.776341,0.884876,-0.268852,0.244877,2.670709,0.836509,-0.299813,0.254756,2.528450,0.900548,-0.170566,0.265005,2.675196,0.842590,-0.277166,0.246303,2.776341,-0.268852,0.244877,2.670709,-0.299813,0.254756,2.528450,-0.170566,0.265005,2.675196,-0.283068,0.236166,2.775200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
626,1.738889,-0.016685,-0.079508,-0.168859,-0.982287,-0.254115,0.252794,2.662664,0.000000,-0.277207,0.246364,2.776326,0.884876,-0.268871,0.244939,2.670696,0.836509,-0.299801,0.254828,2.528430,0.900548,-0.170582,0.265044,2.675204,0.842590,-0.277207,0.246364,2.776326,-0.268871,0.244939,2.670696,-0.299801,0.254828,2.528430,-0.170582,0.265044,2.675204,-0.283124,0.236212,2.775181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627,1.741667,-0.016324,-0.079535,-0.169030,-0.982261,-0.254154,0.252756,2.662676,0.000000,-0.277251,0.246396,2.776341,0.884876,-0.268908,0.244901,2.670712,0.836509,-0.299832,0.254679,2.528438,0.900548,-0.170627,0.265049,2.675213,0.842590,-0.277251,0.246396,2.776341,-0.268908,0.244901,2.670712,-0.299832,0.254679,2.528438,-0.170627,0.265049,2.675213,-0.283123,0.236416,2.775130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
628,1.744444,-0.016190,-0.079483,-0.168760,-0.982314,-0.254152,0.252858,2.662570,0.000000,-0.277269,0.246543,2.776234,0.884876,-0.268911,0.245014,2.670607,0.836509,-0.299808,0.254767,2.528325,0.900548,-0.170620,0.265111,2.675116,0.842590,-0.277269,0.246543,2.776234,-0.268911,0.245014,2.670607,-0.299808,0.254767,2.528325,-0.170620,0.265111,2.675116,-0.283184,0.236437,2.775139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
629,1.747222,-0.016293,-0.079734,-0.163138,-0.983241,-0.253931,0.252533,2.662651,0.000000,-0.277054,0.246573,2.776332,0.884876,-0.268773,0.244863,2.670702,0.836509,-0.299639,0.254853,2.528429,0.900548,-0.170258,0.263845,2.675140,0.842590,-0.277054,0.246573,2.776332,-0.268773,0.244863,2.670702,-0.299639,0.254853,2.528429,-0.170258,0.263845,2.675140,-0.283144,0.236426,2.775190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630,1.750000,-0.016341,-0.079592,-0.168248,-0.982390,-0.254123,0.252771,2.662675,0.000000,-0.277216,0.246460,2.776344,0.884876,-0.268888,0.244940,2.670714,0.836509,-0.299814,0.254751,2.528443,0.900548,-0.170575,0.264933,2.675201,0.842590,-0.277216,0.246460,2.776344,-0.268888,0.244940,2.670714,-0.299814,0.254751,2.528443,-0.170575,0.264933,2.675201,-0.283130,0.236191,2.775223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
631,1.752778,-0.016313,-0.079679,-0.169015,-0.982252,-0.254075,0.252810,2.662680,0.000000,-0.277140,0.246459,2.776352,0.884876,-0.268826,0.244956,2.670722,0.836509,-0.299790,0.254725,2.528455,0.900548,-0.170543,0.265102,2.675193,0.842590,-0.277140,0.246459,2.776352,-0.268826,0.244956,2.670722,-0.299790,0.254725,2.528455,-0.170543,0.265102,2.675193,-0.283115,0.236402,2.775133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
632,1.755556,-0.016229,-0.079491,-0.168543,-0.982350,-0.254171,0.252820,2.662629,0.000000,-0.277288,0.246511,2.776293,0.884876,-0.268934,0.244982,2.670666,0.836509,-0.299831,0.254754,2.528385,0.900548,-0.170633,0.265035,2.675173,0.842590,-0.277288,0.246511,2.776293,-0.268934,0.244982,2.670666,-0.299831,0.254754,2.528385,-0.170633,0.265035,2.675173,-0.283113,0.236486,2.775216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,1.758333,-0.016223,-0.079334,-0.168068,-0.982444,-0.254121,0.252817,2.662635,0.000000,-0.277279,0.246534,2.776292,0.884876,-0.268893,0.244993,2.670667,0.836509,-0.299737,0.254790,2.528377,0.900548,-0.170575,0.264951,2.675204,0.842590,-0.277279,0.246534,2.776292,-0.268893,0.244993,2.670667,-0.299737,0.254790,2.528377,-0.170575,0.264951,2.675204,-0.283112,0.236519,2.775130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
634,1.761111,-0.016423,-0.079533,-0.168584,-0.982336,-0.254207,0.252771,2.662608,0.000000,-0.277306,0.246418,2.776273,0.884876,-0.268967,0.244929,2.670644,0.836509,-0.299886,0.254752,2.528372,0.900548,-0.170667,0.264985,2.675144,0.842590,-0.277306,0.246418,2.776273,-0.268967,0.244929,2.670644,-0.299886,0.254752,2.528372,-0.170667,0.264985,2.675144,-0.283009,0.236378,2.775166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
635,1.763889,-0.016045,-0.079497,-0.163264,-0.983243,-0.254033,0.252527,2.662592,0.000000,-0.277217,0.246604,2.776263,0.884876,-0.268878,0.244856,2.670638,0.836509,-0.299668,0.254781,2.528345,0.900548,-0.170370,0.263867,2.675123,0.842590,-0.277217,0.246604,2.776263,-0.268878,0.244856,2.670638,-0.299668,0.254781,2.528345,-0.170370,0.263867,2.675123,-0.283133,0.236410,2.775141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.160575,0.261012,2.675254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
636,1.766667,-0.017761,-0.079955,-0.169592,-0.982105,-0.254025,0.252661,2.662724,0.000000,-0.276966,0.245963,2.776401,0.884876,-0.268761,0.244770,2.670758,0.836509,-0.299881,0.254913,2.528552,0.900548,-0.170493,0.264997,2.675185,0.842590,-0.276966,0.245963,2.776401,-0.268761,0.244770,2.670758,-0.299881,0.254913,2.528552,-0.170493,0.264997,2.675185,-0.283133,0.236464,2.775151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
637,1.769444,-0.017521,-0.079925,-0.164736,-0.982938,-0.253902,0.252444,2.662681,0.000000,-0.276919,0.246116,2.776364,0.884876,-0.268715,0.244708,2.670724,0.836509,-0.299721,0.254975,2.528502,0.900548,-0.170254,0.263979,2.675136,0.842590,-0.276919,0.246116,2.776364,-0.268715,0.244708,2.670724,-0.299721,0.254975,2.528502,-0.170254,0.263979,2.675136,-0.283141,0.236506,2.775098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.160514,0.261202,2.675290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
638,1.772222,-0.017742,-0.080120,-0.164786,-0.982910,-0.254001,0.252381,2.662687,0.000000,-0.276965,0.246007,2.776378,0.884876,-0.268810,0.244640,2.670733,0.836509,-0.299882,0.254959,2.528529,0.900548,-0.170349,0.263918,2.675108,0.842590,-0.276965,0.246007,2.776378,-0.268810,0.244640,2.670733,-0.299882,0.254959,2.528529,-0.170349,0.263918,2.675108,-0.283149,0.236598,2.775173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
639,1.775000,-0.016660,-0.079519,-0.168401,-0.982365,-0.254173,0.252874,2.662642,0.000000,-0.277268,0.246481,2.776305,0.884876,-0.268936,0.245034,2.670675,0.836509,-0.299859,0.254934,2.528409,0.900548,-0.170628,0.265049,2.675179,0.842590,-0.277268,0.246481,2.776305,-0.268936,0.245034,2.670675,-0.299859,0.254934,2.528409,-0.170628,0.265049,2.675179,-0.283142,0.236458,2.775159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640,1.777778,-0.016038,-0.079395,-0.169064,-0.982271,-0.254182,0.252809,2.662602,0.000000,-0.277321,0.246504,2.776261,0.884876,-0.268938,0.244957,2.670637,0.836509,-0.299809,0.254659,2.528346,0.900548,-0.170661,0.265117,2.675164,0.842590,-0.277321,0.246504,2.776261,-0.268938,0.244957,2.670637,-0.299809,0.254659,2.528346,-0.170661,0.265117,2.675164,-0.283087,0.236412,2.775181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
641,1.780556,-0.016173,-0.079709,-0.168409,-0.982356,-0.254230,0.252773,2.662666,0.000000,-0.277301,0.246493,2.776341,0.884876,-0.268991,0.244940,2.670711,0.836509,-0.299945,0.254690,2.528441,0.900548,-0.170684,0.264969,2.675173,0.842590,-0.277301,0.246493,2.776341,-0.268991,0.244940,2.670711,-0.299945,0.254690,2.528441,-0.170684,0.264969,2.675173,-0.283119,0.236482,2.775184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642,1.783333,-0.013337,-0.078047,-0.170431,-0.982183,-0.253921,0.252503,2.662707,0.000000,-0.277449,0.246652,2.776311,0.884876,-0.268681,0.244642,2.670725,0.836509,-0.299070,0.253590,2.528281,0.900548,-0.170483,0.265128,2.675511,0.842590,-0.277449,0.246652,2.776311,-0.268681,0.244642,2.670725,-0.299070,0.253590,2.528281,-0.170483,0.265128,2.675511,-0.283134,0.236265,2.775218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
643,1.786111,-0.016163,-0.079533,-0.168716,-0.982318,-0.254179,0.252810,2.662631,0.000000,-0.277286,0.246505,2.776297,0.884876,-0.268938,0.244967,2.670670,0.836509,-0.299847,0.254712,2.528390,0.900548,-0.170645,0.265056,2.675169,0.842590,-0.277286,0.246505,2.776297,-0.268938,0.244967,2.670670,-0.299847,0.254712,2.528390,-0.170645,0.265056,2.675169,-0.283115,0.236431,2.775159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
644,1.788889,-0.015855,-0.079448,-0.168410,-0.982382,-0.254168,0.252790,2.662605,0.000000,-0.277310,0.246570,2.776268,0.884876,-0.268934,0.244961,2.670644,0.836509,-0.299799,0.254634,2.528350,0.900548,-0.170630,0.264996,2.675157,0.842590,-0.277310,0.246570,2.776268,-0.268934,0.244961,2.670644,-0.299799,0.254634,2.528350,-0.170630,0.264996,2.675157,-0.283092,0.236445,2.775218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
645,1.791667,-0.016107,-0.079722,-0.163406,-0.983201,-0.253955,0.252537,2.662569,0.000000,-0.277084,0.246599,2.776250,0.884876,-0.268793,0.244861,2.670621,0.836509,-0.299652,0.254788,2.528343,0.900548,-0.170289,0.263901,2.675062,0.842590,-0.277084,0.246599,2.776250,-0.268793,0.244861,2.670621,-0.299652,0.254788,2.528343,-0.170289,0.263901,2.675062,-0.283119,0.236633,2.775138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.160606,0.261179,2.675312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646,1.794444,-0.016205,-0.079548,-0.163806,-0.983146,-0.254024,0.252517,2.662591,0.000000,-0.277185,0.246526,2.776263,0.884876,-0.268860,0.244827,2.670636,0.836509,-0.299682,0.254774,2.528351,0.900548,-0.170372,0.263943,2.675114,0.842590,-0.277185,0.246526,2.776263,-0.268860,0.244827,2.670636,-0.299682,0.254774,2.528351,-0.170372,0.263943,2.675114,-0.283113,0.236480,2.775141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647,1.797222,-0.016213,-0.079684,-0.168654,-0.982315,-0.254103,0.252793,2.662583,0.000000,-0.277175,0.246487,2.776256,0.884876,-0.268861,0.244952,2.670625,0.836509,-0.299814,0.254706,2.528356,0.900548,-0.170564,0.265029,2.675094,0.842590,-0.277175,0.246487,2.776256,-0.268861,0.244952,2.670625,-0.299814,0.254706,2.528356,-0.170564,0.265029,2.675094,-0.283136,0.236417,2.775219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648,1.800000,-0.016421,-0.079540,-0.169017,-0.982261,-0.254200,0.252826,2.662603,0.000000,-0.277292,0.246445,2.776268,0.884876,-0.268954,0.244970,2.670639,0.836509,-0.299883,0.254776,2.528368,0.900548,-0.170671,0.265113,2.675139,0.842590,-0.277292,0.246445,2.776268,-0.268954,0.244970,2.670639,-0.299883,0.254776,2.528368,-0.170671,0.265113,2.675139,-0.283144,0.236243,2.775186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649,1.802778,-0.016190,-0.079606,-0.163407,-0.983209,-0.254064,0.252540,2.662591,0.000000,-0.277217,0.246579,2.776266,0.884876,-0.268905,0.244862,2.670638,0.836509,-0.299735,0.254818,2.528356,0.900548,-0.170401,0.263899,2.675103,0.842590,-0.277217,0.246579,2.776266,-0.268905,0.244862,2.670638,-0.299735,0.254818,2.528356,-0.170401,0.263899,2.675103,-0.283178,0.236362,2.775175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
